"Pilot Name","First Name","Rank","Victories","Jagdgeschwader","Remarks","Awards","References"
"Kaiser","Josef","Uffz.","  5","JG 27","KIA on 12.Jun.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Klager","Ernst","Oblt."," 22","JG 53","Stfhr. POW on 3.Jul.42 after Luftkampf with P-40.","EP","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"Jung","Hans-Ulrich","Ltn."," 15~","JG 3","Stfhr. KIA on 1.Jan.45 by Flak. 8 Viermots","DK","Prien, III./JG 3"
"Kastens","Wilhelm","Uffz.","  5","1./JG 77","MIA on 22.Aug.41.",,"Prien/Bock"
"Kandziorra","Anton","Fw.","  5","14./JG 77, JG 5","MIA on 9.Apr.42 after Luftkampf.",,"Prien/Bock"
"Klee","Hans","Stfw.","  6","JG 2","Killed in crash on 14.Mar.41.",,"O.K.L. Fighter Claims; Prien/Bock"
"KLEMM","Rudolf","Major"," 42","JG 54, JG 26","16 Viermots, 293 ff","RK","O.K.L. Fighter Claims; Obermaier p.145; Priller, JG 26"
"KIENTSCH","Willi","Oblt."," 53","JG 27","Stkp. KIA on 29.Jan.44. 20 Viermots.","EL","O.K.L. Fighter Claims; Obermaier p.67; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Kaiser","Emil","Oblt."," 13","JG 27","Stfhr. WIA on 22.Feb.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Kirschbaum","Karl","Uffz.","  5","JG 52","KIA on 11.Sep.41 in Luftkampf.",,"Prien/Bock"
"Jung","Hans","Ltn."," 13","JG 3","POW on 10.Nov.42 due to Flak.",,"O.K.L. Fighter Claims; Prien, III./JG 3"
"Klaiber","A.","Ofw."," 10","NJG 5, NJG 100","Only 5 listed.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Job","Alois","Ofw.","  8","JG 1, JG 11",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Jänke","Hans-Joachim","Oblt.","  5","JG 1, JG 7",,,"Prien/Rodeike, JG 1 & 11, III; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Keidel","Wilhelm","Oblt.","  2","JG 52","Stkp. KIA on 25.Jul.40. Both in Spain.",,"Ries, Legion Condor; Fast, JG 52, IV"
"JOSWIG","Wilhelm","Oblt.","  2","St.G.1, St.G.JG 77, SG2","88 pz, 820 ff","RK","Obermaier, II, p.137"
"John","Hans","Fw.","  8","JG 51","KIA on 28.Oct.40 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kelch","Günther","Hptm."," 13","JG 26","KIFA on 31.Jul.43.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"KAGENECK","Erbo Graf von","Oblt."," 67","JG 1, JG 27","Stkp. WIA on 24.Dec.41. DOW on 12.Jan.42.","EL","O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike/Stemmer, III. & IV./JG 27; Obermaier p.47; Ring/Girbig, JG 27"
"Jürgens","Helmut","Uffz."," 13","JG 51","KIA on 30.Jun.41.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kley","Erwin","Stfw."," 14","JG 2","KIFA on 19.Aug.42.",,"O.K.L. Fighter Claims; Prien/Bock"
"Kaiser","Josef","Fw."," 11","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5 p.124"
"Knehs","Walter","Fw.","  5","JG 52","MIA on 5.Jul.43 after Luftkampf.",,"O.K.L. Fighter Claims"
"Jensen","Heinrich","Ltn.","  8~","JG 51","KIA on 6.Dec.44.",,"Aders/Held, JG 51"
"Kittelmann","Hans","Uffz.","  5+","JG 51","MIA on 26.Jan.42.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kaufhold","Karl","Fw.","  7","JG 54","Killed on 27.Sep.41 in flying accident.",,"O.K.L. Fighter Claims; Prien/Bock"
"Kapp","Karlheinz","Oblt."," 12","JG 27","Stkp. Killed on 6.Aug.44 in crash.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Jung","Harald","Hptm."," 20","JG 20, JG 51",,"EP","O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kiesel","Wolfgang","Ltn.","  8","JG 51","KIA on 8.Mar.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Jürgens","Hans","Fw."," 13","JG 27","KIA on 19.Apr.44 in Luftkampf. 6 Viermots",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Klug","Franz","Uffz."," 14","JG 51","KIA on 5.Jun.43.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Jenisch","Kurt","Ltn.","  9","JG 27","KIA on 26.Jun.42 during bombing raid.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Keppler","Gerhard","Ltn."," 12","JG 27","WIA on 24.Feb.44 in Luftkampf with B-17s. 6 Viermot",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Keinath","Alfred","Uffz.","  8","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, II"
"Kampe","Karl","Fw.","  5","JG 27","KIA on 19.Apr.44 in Luftkampf.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Just","Gottfried","Ltn.","  8","JGr. Süd, JG 1","Stfhr. MIA on 27.Dec.44 after Luftkampf with P-51s.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Jeschko","Alfred","Fw.","  7","JG 77","MIA on 17.Aug.41 due to Flak.",,"Prien, JG 77, II"
"Kehrle","Josef","Fw."," 14","JG 1",,,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II"
"Jacobs","Friedrich","Fw.","  5","JG 51","KIA on 25.Jan.45.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"KLÖPPER","Heinrich","Oblt."," 94","JG 77, JG 51, JG 1","KIA on 29.Nov.43. 8 Viermots, 500+ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11; Obermaier p.146; Aders/Held, JG 51"
"Kerkhoff","Ernst","Fw."," 10","JG 52","KIA on 21.Feb.44.",,"O.K.L. Fighter Claims; Fast, JG 52, IV"
"JENSTER","Jakob","Ltn.",,"St.G.1, SG2","100+ pz, 960 ff","RK","Obermaier, II, p.135"
"JOHANNES","Bernhard","Ofw."," 17","Sch.G.2, SG10","KIA on 11.Jul.44.","RK","O.K.L. Fighter Claims; Obermaier, II, p.136"
"Keller","Friedrich","Hptm."," 13","JG 27","Kdr. 3 Viermots",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27"
"Kayser","August","Ltn.","  5","NJG 100",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Kaross","Eberhard","Ltn."," 11","NJG 100",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Kirstein","Helmut","Uffz.","  8","JG 51","MIA on 12.Feb.44 after Luftkampf with enemy fighters.",,"O.K.L. Fighter Claims"
"John","Horst","Fw.","  7","Kdo.Herr., JG 300","KIFA on 17.Nov.43.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"KIEL","Johannes","Hptm."," 25~","ZG 26, ZG2, Ekdo.16, ZG76","KIA on 29.Jan.44 in Luftkampf. 62 on ground, 16 locomotives.","RK","Obermaier p.144"
"KALDEN","Peter","Oblt."," 69","JG 51","Stkp. POW on 11.Mar.45 due to Flak. 15 more unc., 538 ff","RK","O.K.L. Fighter Claims; Obermaier p.142; Aders/Held, JG 51"
"Johannides","Ernst von","Ltn.","  6","JG 27, JG 53, JG 1","KIA on 1.Jan.45 in Luftkampf with Spitfire.",,"O.K.L. Fighter Claims; Prien/Bock"
"Jahn","Günther","Ltn.","  5","JG 2","Stfhr. KIA on 24.Jul.44 in Luftkampf with P-47s.",,"O.K.L. Fighter Claims"
"Jaacks","Egbert","Ofw.","  8","JG 52, JG 302, NJGr.10",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"KARCH","Fritz","Hptm."," 47","JG 2","Kdr. WIA on 28.Mar.45. 21 Viermot, 270~ ff","RK","O.K.L. Fighter Claims; Obermaier p.143"
"Karlowski","Hans","Major"," 13~","NJG 1, NJG 2, NJG 101",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"John",,"Uffz.","  7","JG 52","Could this be Horst?",,"O.K.L. Fighter Claims"
"KITTEL","Otto","Oblt.","267","JG 54","KIA on 16.Feb.45. 583 ff","S","O.K.L. Fighter Claims; Prien/Bock; Obermaier, p.39"
"Josten","Reinhard","Oblt.","  7+","JG 51","KIA on 21.Apr.42 in crash.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Kalinowski","Ernst","Fw.","  5","ZG 76, NJG 1",,,"O.K.L. Fighter Claims; LW NF Claims 39-45; Shores, Fledgling Eagles"
"Jüstel",,"Ltn.","  6","JG 51",,,"O.K.L. Fighter Claims"
"Kilian","Jürgen","Uffz.","  8","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Jakobi","Alfred","Ltn."," 10","JG 77, JG 5","MIA on 9.Apr.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Girbig, JG 5"
"Jessen","Heinrich","Oblt.","  6","JG 26","KIFA on 10.Jan.44.",,"O.K.L. Fighter Claims; Priller, JG 26"
"Janke",,"Fw.","  6","JG 3",,,"O.K.L. Fighter Claims"
"Janke","Ewald","Uffz.","  9","JG 52","KIA on 12.Mar.44 in Luftkampf.",,"O.K.L. Fighter Claims"
"Kirchoff",,"Fw.","  5","JG 1",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Kattlün","Heinz","Oblt."," 12","JG 51, JG 11","KIA on 7.Jun.44 in Luftkampf with P-47s.",,"O.K.L. Fighter Claims"
"Jäckel","Ernst","Fw.","  8","JG 26",,,"O.K.L. Fighter Claims; Prien/Bock; Priller, JG 26"
"Keil","Georg","Ltn."," 36","JG 11",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Keller","Otto","Ltn."," 15","NJG 5",,"EP","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Keller","Franz","Fw."," 14","JG 11",,,"Prien/Rodeike, JG 1 & 11, III"
"Klaffenbach","Johannes","Ltn."," 22","JG 11, JG 4",,,"O.K.L. Fighter Claims; Mombeek, Sturmjäger, II"
"Jochim","Berthold","Ofw.","  7","JG 11",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Käser","Hermann","Uffz.","  5","JG 51","WIA on 7.Oct.43 due to Flak.",,"O.K.L. Fighter Claims"
"Kaiser","Adolf","Oblt."," 20","NJG 1, NJG 2, NJG 100","Only 13 listed.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945; Rökker, I./NJG 2, p.140"
"Kahl","Heinz","Fw.","  9","JG 1","KIA on 12.May.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Kälber","Fritz","Oblt.","  6","JG 11","Stkp. KIA on 29.May.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Jank","Wolfgang","Hptm."," 11","JG 54, NJG 200",,,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Jarsch","Lothar","Oblt."," 10","NJG 2","Only 6 listed.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Jung","Erich","Oblt."," 30","NJG 2",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Kobert","Rudolf","Ofw.","  6","Z/LG 1","POW on 1.Sep.40 after LK with RAF fighters.",,"O.K.L. Fighter Claims; Taghon, LG 1"
"Kleinert","Alfred","Fw.","  5","JG 53","MIA on 4.Aug.44 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 53, III"
"Köstler","Oskar","Ltn.","  6","NJG 1","KIA on 9.Apr.43.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"KOROL","Anton","Ltn.",,"SG151, SG2"," 99 pz, 200 more damaged, 704 ff.","RK","Obermaier, II, p.143"
"Koller","Herbert","Ofw."," 49","JG 54",,,"O.K.L. Fighter Claims; FB"
"KOALL","Gerhard","Hptm."," 38","JG 54, EJG1, JG 3","KIA on 27.Apr.45.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.147"
"KNACKE","Reinhold","Hptm."," 45","ZG1, NJG 1","KIA on 4.Feb.43 after downing 2 RAF bombers.","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.55"
"KOLLAK","Reinhard","Stfw."," 49","ZG1, NJG 1, NJG 4","250+ ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.149"
"KOCIOK","Josef","Ofw."," 33","ZG76, SKG210, ZG1, NJG 200","KIA on 26./27.Sep.43 in Luftkampf. 21 night, 200 ff.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.147; Aders, History of the German Night Fighter Force 1917-1945"
"Kruse","Fritz","Ofw.","  6","NJG 1","Killed in crash on 17.May.43.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"KÖPPEN","Gerhard","Ltn."," 86","JG 52","MIA on 5.May.42 after Luftkampf.","EL","Prien/Bock; Fast, JG 52, IV, p.61; Obermaier p.48"
"KLEIN","Alfons","Ltn."," 39","JG 52, JG 11","15 Il-2s, 480 ff.","RK","O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, III; Obermaier p.145"
"Koch","Robert","Uffz.","  6","JG 77","KIA on 8.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Konopka","Kuno-Adalbert","Ltn.","  7","ZG 26","KIA on 26.Sep.40 in Luftkampf.",,"O.K.L. Fighter Claims"
"Kortlepel","Erwin","Ofw."," 27+","JG 3",,"DK","O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, II./JG 3"
"Krakowitzer","Friedrich","Ltn."," 25","JG 51","Stfhr. KIA on 4.Jul.44 in Luftkampf.","EP","O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II; Aders/Held, JG 51"
"Knies","Alfred","Ofw.","  5","JG 2",,,"O.K.L. Fighter Claims; Prien/Bock"
"Knichel","Karl","Uffz.","  6","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, III"
"Krais","Uwe","Fw."," 17","JG 3","KIA on 23.Jul.43.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"KORTS","Berthold","Ltn.","113","JG 52","MIA on 29.Aug.43 after Luftkampf with P-39s.","RK","O.K.L. Fighter Claims; Obermaier p.150; Fast, JG 52, IV, p.107"
"Kobert",,"Ltn.","  6","JG 300",,,"O.K.L. Fighter Claims"
"Klotz","Herbert","Ltn.","  5","JG 11",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II,"
"Kopperschläger","Heinrich","Uffz.","  2","JG 53","KIFA on 15.Jan.41.",,"Prien/Bock"
"Kraft","Karl","Ltn.","  5","JG 1, JG 7","All in Me262.",,"Boehme, JG 7; Foreman/Harvey, 262 Combat Diary"
"Knier","Leopold","Ofw.","  6","JG 5, JG 27",,,"O.K.L. Fighter Claims; Girbig, JG 5; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Koch","Gerhard","Fw.","  9","JG 301","KIA on 25.Feb.45.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Reschke, JG 301/302, p.205, 242"
"Koch","Raimund","Hptm."," 26","JG 3","Stkp. KIFA on 2.Nov.44.","DK","O.K.L. Fighter Claims; Prien, III./JG 3"
"Ködderitzsch","Gerhard","Oblt.","  3","JG 54","Stfhr. Killed on 15.May.41 in crash.",,"Prien/Bock"
"Krafftschick","Rudolf","Oblt.","  5","JG 27","KIA on 18.Sep.40 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Keil","Günther","Fw."," 10","JG 2","MIA on 20.Jun.42, cause unknown. 
list; Wood, JG 2 claims list",,"O.K.L. Fighter Claims; Prien/Bock"
"Köpf","Thomas","Ltn.","  5+","JG 2","KIA on 25.Jun.44 in Luftkampf with P-51s. 5 in Normandy campaign.",,"O.K.L. Fighter Claims"
"KRAHL","Karl-Heinz","Hptm."," 24","JG 2, JG 3","Kdr. KIA on 14.Apr.42 by Flak.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p151"
"KNOKE","Heinz","Hptm."," 33","JG 11, JG 1","Injured on 9.Oct.44. 19 Viermots, 400+ ff","RK","O.K.L. Fighter Claims; Obermaier p.146; Prien & Rodeike, JG 1 & 11, II"
"Kraft","Erwin","Oblt.","  6","JG 51","KIA on 25.Aug.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Kornatz","Hans","Oblt."," 36","JG 53","Stkp. (maybe 44)","DK","O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52; Prien, JG 53, III"
"Koch","Karl-Heinz","Oblt.","  5","JG 5",,,"Prien/Bock; Mombeek, LW, A Pictorial History"
"Klein","Erich","Ofw.","  5","JG 5",,,"Prien/Bock; Girbig, JG 5"
"Kniewasser","Hermann","Ofw.","  6","JG 3","KIA on 17.Jul.41 in Luftkampf with DB-3.",,"Prien/Bock"
"Klein","Hans","Uffz.","  5","JG 77","KIA on 25.Aug.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Köster","Peter","Uffz.","  7~","EJG2, JG 7, JV 44",,,"Foreman/Harvey, Me262 Combat Diary"
"KÖRNER","Friedrich","Ltn."," 36","JG 27","POW on 4.Jul.42 in Luftkampf with Hurricane. 250~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.148; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Köhne","Walter","Ltn."," 30","JG 52, JG 1, JG 11, EJG2",,"DK","O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Krahforst","Josef","Hptm."," 11","NJG 4","KIA in 9.44.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Klein","Willi","Oblt.","  6","JG 53","Stkp. MIA on 5.Jul.43 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 53, II"
"Kohl","Karl","Oblt."," 10","JG 3, JG 27","KIA on 27.Nov.44 in Luftkampf.",,"Prien/Bock; Prien/Stemmer, II./JG 3"
"Klein","Reinhold","Uffz.","  5+","JG 2",,,"O.K.L. Fighter Claims; Ring, JG 2 loss list"
"Kothmann","Willi","Ltn."," 14","JG 27","KIA on 2.Apr.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Kowalski","Herbert","Ofw.","  5","JG 27","WIA on 9.Apr.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Kolodzie","Erich","Ltn."," 13","JG 54","KIA on 15.Oct.44 in Luftkampf.",,"O.K.L. Fighter Claims"
"KUFFNER","Andreas","Hptm.",,"St.G.2, SG3, SG9","KIA on 30.Apr.45, shot down while landing. 60~ pz, 700~ ff.","EL","Obermaier, II, p.74"
"Kott","Gerhard","Uffz.","  5","JG 3, JG 4",,,"O.K.L. Fighter Claims"
"Kiesling","Walter","Ofw.","  7~","NJG 3","KIA in 2.45. None listed!!",,"Aders, History of the German Night Fighter Force 1917-1945"
"Kraft","Georg","Fw."," 15","NJG 1","KIA on 18.Aug.43.","DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Krämer","Gerhard","Fw."," 16","JG 51",,,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Koal","Fritz","Fw.","  6","JG 27",,,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Klötzer","Walter","Fw.","  6","JG 51, JG 27","KIA on 5.Apr.45 in Luftkampf.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Kratz","Benno","Fw.","  7","NJG 6","Injured on 25.Jan.45 in Luftkampf.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"KÖSTER","Alfons","Hptm."," 26","NJG 2, NJG 3","KIC on 7.Jan.45 striking farm buildings while landing in fog.","RK","; Obermaier p.149; Aders, History of the German Night Fighter Force 1917-1945"
"Kosse","Wolfgang","Hptm."," 28","JG 26, JG 5, Sturmst.1, 3","Stfhr. KIA on 24.Dec.44 in Luftkampf with Typhoon.","DK","O.K.L. Fighter Claims; Prien/Bock; Priller, JG 26; Prien, IV./JG 3; Mombeek, Sturmstaffel 1"
"Kornatzki","Horst-Günther von","Major","  5","Sturmst. 1, JG 4",,,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Kohl","Hermann","Oblt.","  9","JG 27, JG 51",,,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"KRUPINSKI","Walter","Hptm.","197","JG 52, JG 5, JG 11, JG 26, JV 44","1100 ff","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier; Foreman/Harvey, Me262 Combat Diary"
"Köpcke","Manfred","Hptm."," 10+","JG 52, JG 51, JG 4","WIA on 19.Dec.44. DOW 31.Dec.44.",,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52; Aders/Held, JG 51; Mombeek, Sturmjäger, II, p.253"
"Kotiza","Eugen","Oblt.","  5","JG 26, JG 1","Stfhr. KIA 0n 28.May.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11"
"Koschack","Helmut","Ltn."," 10","JG 5, JG 2",,,"O.K.L. Fighter Claims"
"Koplik","Franz","Ltn.","  5","JG 1","KIA on 3.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Korten",,"Uffz.","  8","JG 52",,,"O.K.L. Fighter Claims"
"Kraft","Erwin","Uffz."," 15","JG 54, JG 11",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II"
"Kopp","Wilhelm","Fw.","  5~","JG 2","KIA on 9.Sep.43 in Luftkampf.",,"O.K.L. Fighter Claims"
"Kopfinski","Günter","Uffz.","  6","JG 52",,,"O.K.L. Fighter Claims"
"Komorowski","Kurt","Uffz.","  5",,"KIC on 30.Jul.43 after Luftkampf.",,"O.K.L. Fighter Claims"
"Kolbe","Harald","Fw.","  6","JG 51",,,"O.K.L. Fighter Claims; Prien/Bock"
"Köhler","Otto","Ltn.","  6","JG 300","MIA on 17.Dec.44.",,"O.K.L. Fighter Claims"
"Koenig","Siegfried","Uffz.","  5","NJG 3",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Koch","Felix","Fw.","  7","JG 54",,,"O.K.L. Fighter Claims"
"Knüppel","Herwig","Hptm."," 11","J/88, JG 26","Kdr. KIA on 19.May.40 in Luftkampf. 8 in Spain.",,"O.K.L. Fighter Claims; Prien/Bock; Ries, Legion Condor"
"Koch","Herbert","Hptm."," 23","NJG 3",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Koppe","Georg","Uffz."," 16","JG 52","MIA on 5.Sep.42 after crash.",,"O.K.L. Fighter Claims"
"Klein","Johann","StFw."," 10","JG 76, JG 52",,,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52"
"Koch","Hans-Günther","Ofhr."," 15~","JG 51","KIA on 3.Apr.45.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Knieling","Wolfgang","Oblt.","  7","NJG 6","KIA on 7.Jul.44.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Klötzer","Hartmut","Uffz.","  5","JG 53","MIA on 14.Nov.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 53, II"
"Kolb","Karl","Ofw.","  7~","JG 53","MIA on 28.Feb.43 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 53, III"
"Kohlhagen","Kurt","Ltn."," 24","NAGr. 2",,,"O.K.L. Fighter Claims"
"KRAFT","Josef","Hptm."," 56","NJG 4, NJG 5, NJG 6,NJG 1","12 day, 129 ff","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.76"
"Krainik","Erich","Uffz."," 12","JG 27","KIA on 26.Oct.42 in Luftkampf.",,"Prien/Bock; Ring/Girbig, JG 27"
"Konter","Helmut","Ltn."," 20","NJG 100","KIA 3.45.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Klemenz","Otto-Karl","Oblt."," 34","JG 52","Is this guy same as NF pilot??",,"Fast, JG 52"
"Köberich","Günther","Oblt."," 14","NJG 3, NJG 2, NJG 100","Only 9 listed.","EP","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Klemenz","Otto-Karl","Hptm."," 29","NJG 1, NJG 5","Only 3 listed!!","DK?","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"KOLBOW","Hans","Oblt."," 27","JG 51","Stkp. KIA 16.Jul.41.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.149; Aders/Held, JG 51"
"Koch","Harry","Hptm."," 30","JG 26, JG 1","Stkp. KIA on 22.Dec.43 in Luftkampf. 13 Viermots.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11, I"
"KOENIG","Hans-Heinrich","Hptm."," 28","ZG76, Jasta H., JG 11","KIA on 24.May.44 in Luftkampf. 2 night, 20 Viermots","RK","O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II; Obermaier p.148"
"Kossatz","Günther","Ltn."," 33+","JG 51",,"DK","O.K.L. Fighter Claims; Aders/Held, JG 51"
"Koslowski","Eduard","Ofw."," 13","JG 53, JG 26","KIA on 12.Feb.42.","EP","O.K.L. Fighter Claims; Prien/Bock; Priller, JG 26; Prien, JG 53, I"
"KÖHLER","Armin","Major"," 40","JG 77","Kdr. 13 Viermot, 515 ff.","RK","O.K.L. Fighter Claims; Obermaier p.147; Prien, JG 77, II"
"Krah","Heinz","Uffz."," 11","JG 52","WIA on 31.Aug.44. DOW 8.Sep.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.128"
"KRAFFT","Heinrich","Hptm."," 78","JG 51","POW on 14.Dec.42 due to Flak. Killed by Soviets.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.151; Aders/Held, JG 51"
"Krahnke","Wolfgang","Fw."," 33+","JG 51","KIA on 10.Sep.43 due to Flak.","DK","O.K.L. Fighter Claims; Aders/Held, JG 51"
"Koppe","Heinz","Fw.","  9","NJG 2, NJG 3","Only 7 listed.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
