"unit","rd","unit_type","total_kills","pilots_w_kills","aces","gt_20","entries","exits","ace_entries","ace_exits","sum_claims","date"
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-14
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-14
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-14
"NAGr. 4",0,"JG",29,6,4,0,0,0,0,0,0,1944-06-14
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-14
"NJG 1",1,"NJG",766,44,30,14,0,0,0,0,0,1944-06-14
"NJG 100",0,"NJG",155,21,16,0,0,0,0,0,1,1944-06-14
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-14
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-14
"NJG 2",1,"NJG",300,28,16,5,0,0,0,0,0,1944-06-14
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-14
"NJG 3",1,"NJG",367,38,27,2,0,0,0,0,0,1944-06-14
"NJG 4",1,"NJG",357,24,20,7,0,0,0,0,0,1944-06-14
"NJG 5",1,"NJG",381,28,24,6,0,0,0,0,0,1944-06-14
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,1,1944-06-14
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-14
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-14
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-14
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-14
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-14
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-14
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-14
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-14
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-14
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-14
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-14
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-06-14
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-15
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-15
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-15
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-06-15
"JG 1",0,"JG",942,45,34,11,0,0,1,0,3,1944-06-15
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-15
"JG 11",0,"JG",1122,50,31,12,0,1,0,1,0,1944-06-15
"JG 2",0,"JG",593,49,34,8,0,0,0,0,3,1944-06-15
"JG 26",0,"JG",1087,51,35,18,0,0,0,0,4,1944-06-15
"JG 27",0,"JG",553,44,29,9,0,0,0,0,4,1944-06-15
"JG 27",1,"JG",291,20,16,3,0,0,0,0,0,1944-06-15
"JG 3",0,"JG",1485,88,66,22,0,0,0,0,3,1944-06-15
"JG 3",1,"JG",262,28,17,2,0,0,0,0,0,1944-06-15
"JG 300",1,"wilde_sau",114,25,7,1,0,0,0,0,0,1944-06-15
"JG 301",1,"wilde_sau",37,8,3,0,0,0,0,0,0,1944-06-15
"JG 302",1,"wilde_sau",130,14,9,2,0,0,0,0,0,1944-06-15
"JG 4",1,"JG",95,5,5,2,0,0,0,0,0,1944-06-15
"JG 5",0,"JG",737,60,40,9,1,0,0,0,7,1944-06-15
"JG 51",0,"JG",2938,136,108,45,0,0,0,0,0,1944-06-15
"JG 52",0,"JG",3272,104,81,36,0,0,0,0,0,1944-06-15
"JG 53",0,"JG",792,65,41,9,0,0,0,0,0,1944-06-15
"JG 54",0,"JG",2815,107,80,37,0,0,0,0,3,1944-06-15
"JG 77",0,"JG",1204,84,56,15,0,0,0,0,0,1944-06-15
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-06-15
"JGr. 200",0,"JG",47,2,2,1,0,0,0,0,1,1944-06-15
"JGr. Ost",0,"JG",27,3,2,0,0,0,0,0,0,1944-06-15
"JGr. Süd",0,"JG",12,2,2,0,0,0,0,0,0,1944-06-15
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-15
"JGzbV.",0,"JG",66,1,1,1,0,0,0,0,0,1944-06-15
"Kdo.Herr.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-15
"KG 40",0,"JG",9,2,1,0,0,0,0,0,0,1944-06-15
"KG 51",0,"JG",18,3,3,0,0,0,0,0,0,1944-06-15
"L.Beo.St. 7",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-15
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-06-15
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-15
"NAG 12",0,"JG",7,1,1,0,0,0,0,0,0,1944-06-15
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-06-15
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-06-15
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-15
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-15
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-15
"NAGr. 4",0,"JG",29,6,4,0,0,0,0,0,0,1944-06-15
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-15
"NJG 1",1,"NJG",766,44,30,14,0,0,0,0,0,1944-06-15
"NJG 100",0,"NJG",155,21,16,0,0,0,0,0,0,1944-06-15
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-15
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-15
"NJG 2",1,"NJG",302,28,17,5,0,0,1,0,2,1944-06-15
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-15
"NJG 3",1,"NJG",367,38,27,2,0,0,0,0,0,1944-06-15
"NJG 4",1,"NJG",358,24,20,7,0,0,0,0,1,1944-06-15
"NJG 5",1,"NJG",383,28,24,6,0,0,0,0,1,1944-06-15
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,0,1944-06-15
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-15
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-15
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-15
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-15
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-15
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-15
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-15
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-15
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-15
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-15
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-15
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-06-15
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-16
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-16
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-16
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-06-16
"JG 1",0,"JG",945,45,35,11,0,0,1,0,3,1944-06-16
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-16
"JG 11",0,"JG",1118,49,30,12,0,0,0,0,1,1944-06-16
"JG 2",0,"JG",596,49,34,8,0,0,0,0,3,1944-06-16
"JG 26",0,"JG",1088,51,35,18,0,0,0,0,1,1944-06-16
"JG 27",0,"JG",554,44,29,9,0,0,0,0,1,1944-06-16
"JG 27",1,"JG",293,20,16,3,0,0,0,0,1,1944-06-16
"JG 3",0,"JG",1485,88,66,22,0,0,0,0,0,1944-06-16
"JG 3",1,"JG",262,28,17,2,0,0,0,0,0,1944-06-16
"JG 300",1,"wilde_sau",112,25,7,1,1,0,0,0,1,1944-06-16
"JG 301",1,"wilde_sau",37,8,3,0,0,0,0,0,0,1944-06-16
"JG 302",1,"wilde_sau",142,17,9,2,1,0,0,0,7,1944-06-16
"JG 4",1,"JG",95,5,5,2,0,0,0,0,0,1944-06-16
"JG 5",0,"JG",737,60,40,9,0,0,0,0,0,1944-06-16
"JG 51",0,"JG",2938,136,108,45,0,0,0,0,0,1944-06-16
"JG 52",0,"JG",3274,104,81,36,0,0,0,0,1,1944-06-16
"JG 53",0,"JG",792,65,41,9,0,0,0,0,0,1944-06-16
"JG 54",0,"JG",2815,107,80,37,0,0,0,0,0,1944-06-16
"JG 77",0,"JG",1204,84,56,15,0,0,0,0,0,1944-06-16
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-06-16
"JGr. 200",0,"JG",47,2,2,1,0,0,0,0,0,1944-06-16
"JGr. Ost",0,"JG",27,3,2,0,0,0,0,0,0,1944-06-16
"JGr. Süd",0,"JG",12,2,2,0,0,0,0,0,0,1944-06-16
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-16
"JGzbV.",0,"JG",66,1,1,1,0,0,0,0,0,1944-06-16
"Kdo.Herr.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-16
"KG 40",0,"JG",9,2,1,0,0,0,0,0,0,1944-06-16
"KG 51",0,"JG",18,3,3,0,0,0,0,0,0,1944-06-16
"L.Beo.St. 7",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-16
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-06-16
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-16
"NAG 12",0,"JG",7,1,1,0,0,0,0,0,0,1944-06-16
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-06-16
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-06-16
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-16
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-16
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-16
"NAGr. 4",0,"JG",27,5,4,0,0,0,0,0,0,1944-06-16
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-16
"NJG 1",1,"NJG",768,44,30,14,0,0,0,0,2,1944-06-16
"NJG 100",0,"NJG",155,21,16,0,0,0,0,0,0,1944-06-16
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-16
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-16
"NJG 2",1,"NJG",302,28,17,5,0,0,0,0,0,1944-06-16
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-16
"NJG 3",1,"NJG",371,38,27,3,0,0,0,0,2,1944-06-16
"NJG 4",1,"NJG",375,25,22,7,0,0,1,0,2,1944-06-16
"NJG 5",1,"NJG",370,27,23,7,0,0,0,0,2,1944-06-16
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,0,1944-06-16
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-16
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-16
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-16
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-16
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-16
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-16
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-16
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-16
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-16
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-16
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-16
"ZG 76",1,"ZG",65,10,8,0,0,0,0,0,1,1944-06-16
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-17
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-17
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-17
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-06-17
"JG 1",0,"JG",946,45,35,11,0,0,0,0,1,1944-06-17
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-17
"JG 11",0,"JG",1118,49,30,12,0,0,0,0,0,1944-06-17
"JG 2",0,"JG",597,49,34,8,0,0,0,0,1,1944-06-17
"JG 26",0,"JG",1090,51,35,18,0,0,0,0,2,1944-06-17
"JG 27",0,"JG",555,44,29,9,0,0,0,0,1,1944-06-17
"JG 27",1,"JG",293,20,16,3,0,0,0,0,0,1944-06-17
"JG 3",0,"JG",1485,88,66,22,0,0,0,0,0,1944-06-17
"JG 3",1,"JG",262,28,17,2,0,0,0,0,0,1944-06-17
"JG 300",1,"wilde_sau",112,25,7,1,0,0,0,0,0,1944-06-17
"JG 301",1,"wilde_sau",37,8,3,0,0,0,0,0,0,1944-06-17
"JG 302",1,"wilde_sau",142,17,9,2,0,0,0,0,0,1944-06-17
"JG 4",1,"JG",95,5,5,2,0,0,0,0,0,1944-06-17
"JG 5",0,"JG",801,60,41,10,0,0,1,0,13,1944-06-17
"JG 51",0,"JG",2941,136,108,46,0,0,0,0,3,1944-06-17
"JG 52",0,"JG",3274,104,81,36,0,0,0,0,0,1944-06-17
"JG 53",0,"JG",794,65,41,9,0,0,0,0,2,1944-06-17
"JG 54",0,"JG",2828,108,80,37,1,1,0,1,9,1944-06-17
"JG 77",0,"JG",1204,84,56,15,0,0,0,0,0,1944-06-17
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-06-17
"JGr. 200",0,"JG",47,2,2,1,0,0,0,0,0,1944-06-17
"JGr. Ost",0,"JG",27,3,2,0,0,0,0,0,0,1944-06-17
"JGr. Süd",0,"JG",12,2,2,0,0,0,0,0,0,1944-06-17
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-17
"JGzbV.",0,"JG",66,1,1,1,0,0,0,0,0,1944-06-17
"Kdo.Herr.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-17
"KG 40",0,"JG",9,2,1,0,0,0,0,0,0,1944-06-17
"KG 51",0,"JG",19,3,3,0,0,0,0,0,1,1944-06-17
"L.Beo.St",0,"JG",6,1,1,0,0,0,0,0,1,1944-06-17
"L.Beo.St. 7",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-17
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-06-17
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-17
"NAG 12",0,"JG",7,1,1,0,0,0,0,0,0,1944-06-17
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-06-17
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-06-17
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-17
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-17
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-17
"NAGr. 4",0,"JG",27,5,4,0,0,0,0,0,0,1944-06-17
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-17
"NJG 1",1,"NJG",788,44,33,14,0,0,1,0,11,1944-06-17
"NJG 100",0,"NJG",158,21,16,0,0,0,0,0,2,1944-06-17
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-17
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-17
"NJG 2",1,"NJG",316,29,18,5,0,0,0,0,6,1944-06-17
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-17
"NJG 3",1,"NJG",368,37,26,3,0,0,0,0,2,1944-06-17
"NJG 4",1,"NJG",375,25,22,7,0,0,0,0,0,1944-06-17
"NJG 5",1,"NJG",362,26,22,7,0,0,0,0,0,1944-06-17
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,0,1944-06-17
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-17
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-17
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-17
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-17
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-17
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-17
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-17
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-17
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-17
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-17
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-17
"ZG 76",1,"ZG",65,10,8,0,0,0,0,0,0,1944-06-17
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-18
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-18
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-18
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-06-18
"JG 1",0,"JG",946,45,35,11,0,0,0,0,0,1944-06-18
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-18
"JG 11",0,"JG",1118,49,30,12,0,0,0,0,0,1944-06-18
"JG 2",0,"JG",598,49,34,8,0,0,0,0,1,1944-06-18
"JG 26",0,"JG",1091,51,35,18,0,0,0,0,1,1944-06-18
"JG 27",0,"JG",555,44,29,9,0,0,0,0,0,1944-06-18
"JG 27",1,"JG",293,20,16,3,0,0,0,0,0,1944-06-18
"JG 3",0,"JG",1485,88,66,22,0,0,0,0,0,1944-06-18
"JG 3",1,"JG",262,28,17,2,0,0,0,0,0,1944-06-18
"JG 300",1,"wilde_sau",112,25,7,1,0,0,0,0,0,1944-06-18
"JG 301",1,"wilde_sau",37,8,3,0,0,0,0,0,0,1944-06-18
"JG 302",1,"wilde_sau",142,17,9,2,0,0,0,0,0,1944-06-18
"JG 4",1,"JG",95,5,5,2,0,0,0,0,0,1944-06-18
"JG 5",0,"JG",802,60,41,10,0,0,0,0,1,1944-06-18
"JG 51",0,"JG",2942,136,108,46,0,0,0,0,1,1944-06-18
"JG 52",0,"JG",3274,104,81,36,0,0,0,0,0,1944-06-18
"JG 53",0,"JG",794,65,41,9,0,0,0,0,0,1944-06-18
"JG 54",0,"JG",2827,107,79,37,0,0,0,0,3,1944-06-18
"JG 77",0,"JG",1204,84,56,15,0,0,0,0,0,1944-06-18
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-06-18
"JGr. 200",0,"JG",47,2,2,1,0,0,0,0,0,1944-06-18
"JGr. Ost",0,"JG",27,3,2,0,0,0,0,0,0,1944-06-18
"JGr. Süd",0,"JG",12,2,2,0,0,0,0,0,0,1944-06-18
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-18
"JGzbV.",0,"JG",66,1,1,1,0,0,0,0,0,1944-06-18
"Kdo.Herr.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-18
"KG 40",0,"JG",9,2,1,0,0,0,0,0,0,1944-06-18
"KG 51",0,"JG",19,3,3,0,0,0,0,0,0,1944-06-18
"L.Beo.St",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-18
"L.Beo.St. 7",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-18
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-06-18
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-18
"NAG 12",0,"JG",7,1,1,0,0,0,0,0,0,1944-06-18
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-06-18
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-06-18
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-18
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-18
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-18
"NAGr. 4",0,"JG",27,5,4,0,0,0,0,0,0,1944-06-18
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-18
"NJG 1",1,"NJG",788,44,33,14,0,0,0,0,0,1944-06-18
"NJG 100",0,"NJG",160,21,16,0,0,0,0,0,2,1944-06-18
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-18
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-18
"NJG 2",1,"NJG",316,29,18,5,0,0,0,0,0,1944-06-18
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-18
"NJG 3",1,"NJG",368,37,26,3,0,0,0,0,0,1944-06-18
"NJG 4",1,"NJG",375,25,22,7,0,0,0,0,0,1944-06-18
"NJG 5",1,"NJG",362,26,22,7,0,0,0,0,0,1944-06-18
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,0,1944-06-18
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-18
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-18
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-18
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-18
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-18
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-18
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-18
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-18
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-18
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-18
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-18
"ZG 76",1,"ZG",65,10,8,0,0,0,0,0,0,1944-06-18
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-19
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-19
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-19
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-06-19
"JG 1",0,"JG",946,45,35,11,0,0,0,0,0,1944-06-19
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-19
"JG 11",0,"JG",1118,49,30,12,0,0,0,0,0,1944-06-19
"JG 2",0,"JG",598,49,34,8,0,0,0,0,0,1944-06-19
"JG 26",0,"JG",1091,51,35,18,0,0,0,0,0,1944-06-19
"JG 27",0,"JG",555,44,29,9,0,0,0,0,0,1944-06-19
"JG 27",1,"JG",293,20,16,3,0,0,0,0,0,1944-06-19
"JG 3",0,"JG",1485,88,66,22,0,0,0,0,0,1944-06-19
"JG 3",1,"JG",262,28,17,2,0,0,0,0,0,1944-06-19
"JG 300",1,"wilde_sau",112,25,7,1,0,0,0,0,0,1944-06-19
"JG 301",1,"wilde_sau",37,8,3,0,0,0,0,0,0,1944-06-19
"JG 302",1,"wilde_sau",142,17,9,2,0,0,0,0,0,1944-06-19
"JG 4",1,"JG",95,5,5,2,0,0,0,0,0,1944-06-19
"JG 5",0,"JG",802,60,41,10,0,0,0,0,0,1944-06-19
"JG 51",0,"JG",2943,136,108,46,0,0,0,0,1,1944-06-19
"JG 52",0,"JG",3274,104,81,36,0,0,0,0,0,1944-06-19
"JG 53",0,"JG",794,65,41,9,0,0,0,0,0,1944-06-19
"JG 54",0,"JG",2839,108,80,37,0,0,0,0,8,1944-06-19
"JG 77",0,"JG",1204,84,56,15,0,0,0,0,0,1944-06-19
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-06-19
"JGr. 200",0,"JG",47,2,2,1,0,0,0,0,0,1944-06-19
"JGr. Ost",0,"JG",27,3,2,0,0,0,0,0,0,1944-06-19
"JGr. Süd",0,"JG",12,2,2,0,0,0,0,0,0,1944-06-19
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-06-19
"JGzbV.",0,"JG",66,1,1,1,0,0,0,0,0,1944-06-19
"Kdo.Herr.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-19
"KG 40",0,"JG",9,2,1,0,0,0,0,0,0,1944-06-19
"KG 51",0,"JG",19,3,3,0,0,0,0,0,0,1944-06-19
"L.Beo.St",0,"JG",6,1,1,0,0,0,0,0,0,1944-06-19
"L.Beo.St. 7",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-19
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-06-19
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-06-19
"NAG 12",0,"JG",7,1,1,0,0,0,0,0,0,1944-06-19
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-06-19
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-06-19
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-06-19
"NAGr. 14",0,"JG",5,1,1,0,0,0,0,0,0,1944-06-19
"NAGr. 2",0,"JG",57,4,4,1,0,0,0,0,0,1944-06-19
"NAGr. 4",0,"JG",27,5,4,0,0,0,0,0,0,1944-06-19
"NAGr. 5",0,"JG",15,4,1,0,0,0,0,0,0,1944-06-19
"NJG 1",1,"NJG",788,44,33,14,0,0,0,0,0,1944-06-19
"NJG 100",0,"NJG",161,21,16,0,0,0,0,0,1,1944-06-19
"NJG 101",0,"NJG",25,7,3,0,0,0,0,0,0,1944-06-19
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-06-19
"NJG 2",1,"NJG",316,29,18,5,0,0,0,0,0,1944-06-19
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-06-19
"NJG 3",1,"NJG",368,37,26,3,0,0,0,0,0,1944-06-19
"NJG 4",1,"NJG",375,25,22,7,0,0,0,0,0,1944-06-19
"NJG 5",1,"NJG",362,26,22,7,0,0,0,0,0,1944-06-19
"NJG 6",1,"NJG",260,19,13,5,0,0,0,0,0,1944-06-19
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-06-19
"Schl.G. 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-06-19
"SG 10",0,"JG",36,6,3,0,0,0,0,0,0,1944-06-19
"SG 2",0,"JG",102,9,8,1,0,0,0,0,0,1944-06-19
"SG 4",0,"JG",12,3,2,0,0,0,0,0,0,1944-06-19
"SG 77",0,"JG",27,4,3,0,0,0,0,0,0,1944-06-19
"SKG 10",0,"JG",6,2,0,0,0,0,0,0,0,1944-06-19
"Sturmst. 1",0,"JG",19,2,1,0,0,0,0,0,0,1944-06-19
"ZG 1",1,"ZG",123,14,9,1,0,0,0,0,0,1944-06-19
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-06-19
"ZG 26",1,"ZG",88,19,9,0,0,0,0,0,0,1944-06-19
"ZG 76",1,"ZG",65,10,8,0,0,0,0,0,0,1944-06-19
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-06-20
