"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat"
"975","Conches, Evreaux/Fauville ,France","8/24/1943",86,"","","Conches, Evreaux/Fauville","Airfield","France","","B-17",42,NA,"",NA,NA,NA,22,"","","","1844-1858",NA,"1",NA,NA,"",15,1,9,NA,0,"0",2,NA,NA,NA,"","","","","","","","","","","","","",1.1949975,49.0172855
"976","Conde sur Noir ,France","6/7/1944",397,"","","Conde sur Noir","Transportation","France","","B-17",182,NA,"",NA,NA,NA,58,"","","","",NA,"",NA,NA,"",17,8,3,NA,NA,"",NA,NA,NA,NA,"","","","","","","","Flers/Noireau","","","","","",-74.0006111,40.2187861
"977","Congnac/Chateaubernard ,France","9/16/1943",97,"","","Congnac/Chateaubernard","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,NA,"","","","1731",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-0.314267,45.673944
"978","Connantre ,France","6/27/1944",NA,"","X","Connantre","Airfield","France","Dive Bombing","P-38",193,NA,"",NA,NA,NA,46,"","","","",NA,"3",NA,NA,"3",NA,NA,1,3,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.921941,48.72475
"979","Convoy ,North Sea","2/5/1943",NA,"","","Convoy","Strafe","North Sea","","Spitfire V",6,NA,"",NA,NA,NA,NA,"","2 corvetts and merchant ship damaged","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","X","","","","","","","","","","","",3.515625,56.511018
"980","Corbie ,France","6/17/1944",NA,"","x","Corbie","Railroad","France","Peronne also","P-38",49,47,"",NA,NA,NA,NA,"","Bridge","","",NA,"2",NA,NA,"",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.511947,49.907676
"981","Corbie ,France","6/17/1944",NA,"","x","Corbie","Fighter-Bomber","France","Peronne also","P-38",99,NA,"",NA,NA,NA,99,"","Bridge","","",4,"4",NA,NA,"",NA,NA,NA,4,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.511947,49.907676
"982","Corbie ,France","6/17/1944",NA,"","x","Corbie","Railroad","France","Peronne also","P-47",39,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.511947,49.907676
"983","Cormeilles-en-Vixen ,France","4/26/1944",319,"","","Cormeilles-en-Vixen","Airfield","France","","P-51",NA,4,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.021989,49.116418
"984","Cormeilles-en-Vixen ,France","6/11/1944",405,"","","Cormeilles-en-Vixen","Airfield","France","","B-24",584,NA,"",NA,NA,NA,34,"","","","",NA,"1",NA,NA,"",14,1,3,4,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.021989,49.116418
"985","Cormeilles-en-Vixen ,France","4/26/1944",319,"","","Cormeilles-en-Vixen","Airfield","France","","P-51",24,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.021989,49.116418
"986","Cormeilles-en-Vixen ,France","4/27/1944",NA,"X","","Cormeilles-en-Vixen","Airfield","France","","P-51",17,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.021989,49.116418
"987","Cormes Ecluse ,France","6/19/1944",423,"","","Cormes Ecluse","Airfield","France","","B-17",464,NA,"",NA,NA,NA,92,"","","","",NA,"7",NA,NA,"2",11,NA,3,59,NA,"",NA,NA,NA,NA,"","","","","","","","Fiefs/Predefin","","","","","",-0.855998,45.630975
"988","Cottbus ,Germany","5/29/1944",379,"","","Cottbus","Aircraft","Germany","","B-17",NA,NA,"",NA,NA,NA,48,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",14.3328679,51.7563108
"989","Cottbus ,Germany","5/29/1944",379,"","","Cottbus","Aircraft","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"2","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",14.3328679,51.7563108
"990","Cottbus ,Germany","5/29/1944",379,"","","Cottbus","Aircraft","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"19","Schneidemuhl Airfield","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",14.3328679,51.7563108
"991","coubronne france","7/2/1944",450,"","","Courbronne","V-Weapons","France","","B-24",NA,NA,"",NA,NA,NA,22,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.301719,50.685088
"992","Coulanges ,France","7/17/1944",478,"","","Coulanges","Tactical","France","","B-24",NA,NA,"",NA,NA,NA,34,"","Coulanges","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.859093,46.485674
"993","Coulommiers ,France","8/1/1944",508,"","","Coulommiers","Transportation","France","2 AD Force 1","B-24",NA,NA,"",NA,NA,NA,11,"","Bridge","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.083497,48.813071
"994","Coulommiers ,France","6/27/1944",NA,"","X","Coulommiers","Airfield","France","Dive Bombing","P-51",49,NA,"",NA,NA,NA,32,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.083497,48.813071
"995","Coulommiers ,France","6/23/1944",436,"","","Coulommiers","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,23,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.083497,48.813071
"996","Coulommiers ,France","6/14/1944",412,"","","Coulommiers","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,24,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.083497,48.813071
"997","Coulommiers ,France","8/11/1944",541,"","","Coulommiers","Airfield","France","Force 1","B-24",141,NA,"",NA,NA,NA,47,"","","","",NA,"",NA,NA,"",5,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.083497,48.813071
"998","Courchelette ,France","8/3/1944",513,"","","Courchelette","","France","2 AD Force 4","B-24",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.744384,50.057818
"999","Courtalain ,France","8/2/1944",510,"","","Courtalain","Transportation","France","","B-17",NA,NA,"",NA,NA,NA,7,"","Rail junction","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.1369229,48.078384
"1000","Courtrai ,France","9/5/1943",NA,"","47","Courtrai","Railroad","France","","B-26",36,NA,"",NA,NA,NA,33,"","","","1756",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2577263,50.8194776
"1001","Courtrai ,France","9/5/1943",NA,"","48","Courtrai","Railroad","France","","B-26",36,NA,"36",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2577263,50.8194776
"1002","Courtrai Airfield ,France","5/14/1943",56,"","","Courtrai Airfield","Airfield","France","","B-17",39,NA,"",NA,NA,NA,34,"","","","",NA,"2",NA,NA,"",10,NA,NA,20,NA,"",1,NA,NA,NA,"","St Omer","","","","","","","","","","","",3.2089427,50.818955
"1003","Courtrai Airfield ,France","10/9/1942",14,"","","Courtrai Airfield","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,2,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2089427,50.818955
"1004","Courtrai Airfield, France ,France","8/29/1942",8,"","","Courtrai Airfield, France","Airfield","France","","B-17",13,NA,"",NA,1,NA,11,"","","","1131-1136",NA,"",NA,NA,"",3,1,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2174266,50.8202338
"1005","Courtrai Airfield, France ,France","8/29/1942",8,"","","Courtrai Airfield, France","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,NA,"1","Steen Airfield","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2174266,50.8202338
"1006","Courtrai/Wevelghem ,France","7/30/1943",NA,"","10B","Courtrai/Wevelghem","Airfield","France","Escorts fog bound on ground","B-26B",24,NA,"24",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2089427,50.818955
"1007","Couvron ,France","7/29/1944",503,"","","Couvron","Airfield","France","2 AD Force 2","B-24",NA,NA,"",NA,NA,NA,26,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.51822,49.644275
"1008","Coxyde ,Belgium","6/14/1944",412,"","","Coxyde","Airfield","Belgium","","B-24",NA,NA,"",NA,NA,NA,7,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.6501419,51.1055159
"1009","Coxyde/Furnes ,Belgium","6/30/1944",448,"","","Coxyde/Furnes","Airfield","Belgium","","B-17",NA,NA,"",NA,NA,NA,11,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.6501419,51.1055159
"1010","Creiel ,France","5/24/1944",368,"","","Creiel","Rail Bridges","France","","P-47",74,NA,"",NA,NA,NA,44,"","","","",NA,"",NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.4783913,49.2576872
"1011","Creil ,France","5/30/1944",380,"","","Creil","Railroad Bridge","France","","",NA,NA,"",NA,NA,NA,12,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.4783913,49.2576872
"1012","Creil ,France","6/11/1944",405,"","","Creil","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,19,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.4783913,49.2576872
"1013","Creil/Coulom ,France","6/14/1944",412,"","","Creil/Coulom","Airfield","France","","B-17",502,NA,"",NA,NA,NA,25,"","","","",NA,"11",NA,NA,"",139,6,14,97,0,"1",5,NA,NA,NA,"","","","","","","","Creil/Coulom","","","","","",2.4783913,49.2576872
"1014","Crepy ,France","7/2/1944",450,"","","Crepy","V-Weapons","France","","B-24",272,NA,"",NA,NA,NA,36,"","","","",NA,"1",NA,NA,"1",NA,NA,4,9,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.890059,49.2361549
"1015","Criel ,France","7/4/1944",451,"","","Criel","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,12,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.317639,50.016388
"1016","Criel ,France","7/23/1944",490,"","","Criel","Airfield","France","1 AD","B-17",82,NA,"",NA,NA,NA,78,"","","","",NA,"1",NA,NA,"1",2,2,1,NA,NA,"",NA,NA,NA,NA,"","","","","","","","Fresnoy/Crepieul","","","","","",1.317639,50.016388
"1017","Criel ,France","7/31/1944",507,"","","Criel","Airfield","France","2 AD Force 2","B-24",NA,NA,"",NA,NA,NA,36,"","Creil","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.317639,50.016388
"1018","Criel ,France","6/14/1944",412,"","","Criel","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,66,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.317639,50.016388
"1019","Criel ,France","6/27/1944",443,"","","Criel","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,11,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.317639,50.016388
"1020","Crocal de St Quentin ,France","8/2/1944",511,"","","Crocal de St Quentin","Transportation","France","","B-17",NA,NA,"",NA,NA,NA,11,"","Railroad Bridge","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2900235,49.8477974
"1021","Crossbow ,France","7/12/1944",468,"","","Crossbow","V Weapons","France","Heavy clouds","Spitfire",NA,144,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1022","Crossbow ,France","8/8/1944",530,"","","Crossbow","V Weapons","France","","B-24",414,NA,"",NA,NA,NA,115,"","Pas de Calais","","",NA,"1",NA,NA,"1",139,11,9,9,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1023","Crossbow ,France","7/17/1944",479,"","","Crossbow","V Weapons","France","Evening Mission","B-17",69,NA,"",NA,NA,NA,34,"","12 sites","","",NA,"",NA,NA,"",28,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1024","Crossbow ,France","8/3/1944",513,"","","Crossbow","V Weapons","France","3 AD","B-17",126,NA,"",NA,NA,NA,112,"","Pas de Calais","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1025","Crossbow ,France","8/4/1944",516,"","","Crossbow","V Weapons","France","","B-17",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1026","Crossbow ,France","8/3/1944",513,"","","Crossbow","V Weapons","France","2 AD Force 2","B-24",121,NA,"",NA,NA,NA,117,"","Pas de Calais","","",NA,"1",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1027","Crossbow ,France","8/1/1944",508,"","","Crossbow","V Weapons","France","2 AD Force 2","B-24",191,NA,"",NA,NA,NA,61,"","8 Sites, bad weather so only 3 sites bombed","","",NA,"",NA,NA,"",5,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1028","Crossbow ,France","7/12/1944",468,"","","Crossbow","V Weapons","France","Heavy clouds","B-24",131,NA,"",131,NA,NA,NA,"","10 sites","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1029","Crossbow ,France","8/3/1944",513,"","","Crossbow","V Weapons","France","2 AD Force 4","B-24",NA,NA,"",NA,NA,NA,NA,"","Pas de Calais","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1030","Crossbow ,France","7/17/1944",479,"","","Crossbow","Escort","France","Evening Mission","P-51",227,209,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1031","Crossbow ,France","8/5/1944",520,"","","Crossbow","V Weapons","France","","B-17",39,NA,"",NA,1,NA,38,"","6 Sites","","",NA,"",NA,NA,"",19,NA,NA,NA,NA,"",NA,0,0,1,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1032","Crossbow ,France","8/2/1944",511,"","","Crossbow","V Weapons","France","","B-24",322,NA,"",NA,NA,NA,182,"","Multiple targets","","",NA,"",NA,NA,"5",78,2,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1033","Crossbow ,France","8/6/1944",524,"","","Crossbow","V Weapons","France","Force 2","B-24",91,NA,"",NA,NA,NA,24,"","Pas de Calais","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1034","Crossbow ,France","7/17/1944",479,"","","Crossbow","V Weapons","France","Evening Mission","B-24",115,NA,"",NA,NA,NA,106,"","","","",NA,"",NA,NA,"3",23,1,5,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1035","Crossbow ,France","8/4/1944",515,"","","Crossbow","V Weapons","France","Aphrodite Missions","B-17",4,NA,"",NA,NA,NA,3,"","All miss their targets: Mimoyecques, Siravourt,watten, & Wizernes","","",1,"1",NA,NA,"",NA,2,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1036","Crossbow ,France","8/2/1944",511,"","","Crossbow","V Weapons","France","","B-17",195,NA,"",NA,NA,NA,77,"","","","",NA,"3",NA,NA,"",45,3,1,28,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1037","Crossbow ,France","8/5/1944",520,"","","Crossbow","Escort","France","","P-51",12,10,"",NA,2,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-93.3283907,44.8334102
"1038","Crton ,France","8/2/1944",510,"","","Crton","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,3,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-73.963244,40.7794366
"1039","Danzig ,Germany","10/9/1943",113,"","","Danzig","U-Boat","Germany","","B-24",51,NA,"",NA,NA,NA,41,"","","","1305",NA,"2",NA,NA,"1",19,NA,1,21,7,"3",4,NA,NA,NA,"","","","","","","","","","","","","",-99.474836,46.1380296
"1040","Denain/Drousey ,France","6/14/1944",412,"","","Denain/Drousey","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,12,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.397325,50.328225
"1041","Denain/Prouvy ,France","6/28/1944",445,"","","Denain/Prouvy","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,28,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.454926,50.327374
"1042","Denmark ,Denmark","5/12/1944",354,"","","Denmark","Leaflet","Denmark","","B-17",5,NA,"",NA,NA,NA,5,"","","1740000","",NA,"",NA,NA,"",1,2,3,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",9.501785,56.26392
"1043","Denmark ,Denmark","5/11/1944",352,"","","Denmark","Leaflet","Denmark","","B-17",5,NA,"",NA,NA,NA,4,"","","2400000","",NA,"",NA,NA,"",1,2,3,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",9.501785,56.26392
"1044","Dessau ,Germany","7/20/1944",484,"","","Dessau","Factory","Germany","1 AD","B-17",417,NA,"",NA,NA,NA,107,"","","","",NA,"15",NA,NA,"",188,1,10,129,11,"9",7,NA,NA,NA,"","","","","","","","Dessau","","","","","",12.2423302,51.8308166
"1045","Dessau ,Germany","5/28/1944",376,"","","Dessau","Aircraft","Germany","Secondary Targets","B-17",NA,NA,"",NA,NA,NA,12,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",12.2423302,51.8308166
"1046","Dessau ,Germany","5/30/1944",380,"","","Dessau","Aircraft","Germany","","B-17",268,NA,"",NA,NA,NA,83,"","","","",NA,"9",NA,NA,"",81,NA,2,86,8,"5",1,NA,NA,NA,"","","","","","","","","","","","","",12.2423302,51.8308166
"1047","Diepholz ,Germany","2/21/1944",228,"","","Diepholz","Airfield","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"","Verdan","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.3707878,52.6056456
"1048","Diepholz ,Germany","2/21/1944",228,"","","Diepholz","Airfield","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"","Hannover","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.3707878,52.6056456
"1049","Diepholz ,Germany","2/21/1944",228,"","","Diepholz","Airfield","Germany","","B-17",281,NA,"",NA,NA,NA,175,"","","","",NA,"5",NA,NA,"3",36,2,NA,4,57,"2",5,2,NA,NA,"","","","","","","","","","","","","",8.3707878,52.6056456
"1050","Diepholz ,Germany","5/30/1944",380,"","","Diepholz","Aircraft","Germany","","B-24",NA,NA,"",NA,NA,NA,36,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.3707878,52.6056456
"1051","Diepholz ,Germany","2/21/1944",228,"","","Diepholz","Airfield","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"88","Alhorn","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.3707878,52.6056456
"1052","Dijon ,France","8/8/1944",NA,"","","Dijon","Ground Support","France","Fighter Bomber","P-38",175,NA,"",NA,NA,NA,175,"","","","",NA,"",NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",5.04148,47.322047
"1053","Dijon ,France","8/8/1944",NA,"","","Dijon","Ground Support","France","Fighter Bomber","P-47",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",1,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",5.04148,47.322047
"1054","Dijon ,France","8/8/1944",NA,"","","Dijon","Ground Support","France","Fighter Bomber","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",1,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",5.04148,47.322047
"1055","Dijon/Longvac ,France","4/25/1944",317,"","","Dijon/Longvac","Airfield","France","","B-17",126,NA,"",NA,NA,NA,121,"","","","",NA,"",NA,NA,"",29,NA,2,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",5.06111,47.285177
"1056","Dinard/Pluertuit ,France","6/11/1944",405,"","","Dinard/Pluertuit","Airfield","France","Weather over Germany - bomb France instead","B-17",NA,NA,"",NA,NA,NA,37,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-2.055125,48.633024
"1057","Dinard/Pluertuit ,France","6/13/1944",410,"","","Dinard/Pluertuit","Airfield","France","","B-24",148,NA,"",NA,NA,NA,10,"","","","",NA,"2",NA,NA,"1",16,1,NA,19,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-2.055125,48.633024
"1058","Dinon ,France","6/8/1944",400,"","","Dinon","Communications","France","","B-24",NA,NA,"",NA,NA,NA,5,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",5.04148,47.322047
"1059","Diversion ,","8/19/1942",2,"","","Diversion","","","","B-17",6,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,2,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-88.4511637,43.7522638
"1060","Diversion ,Europe","6/22/1943",66,"","","Diversion","","Europe","","B-17",21,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-1.1698549,54.4696814
"1061","Diversion ,France","11/17/1942",20,"","","Diversion","","France","","B-17",10,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1062","Diversion ,France","7/17/1943",74,"","2","Diversion","Cayeux","France","","B-26",18,NA,"",NA,NA,NA,16,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1063","Diversion ,France","11/18/1942",21,"","","Diversion","","France","","B-24",6,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1064","Diversion ,France","9/26/1942",12,"","","Diversion","","France","","B-17",16,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1065","Diversion ,France","11/14/1942",19,"","","Diversion","","France","","B-24",6,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1066","Diversion ,France","12/6/1942",24,"","","Diversion","","France","","B-17",18,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1067","Diversion ,France","8/17/1942",1,"","","Diversion","","France","","B-17",6,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1068","Diversion ,France","1/23/1943",30,"","","Diversion","","France","","B-24",17,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1069","Diversion ,France","3/12/1943",42,"","","Diversion","","France","","B-24",18,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
"1070","Diversion ,France","3/13/1943",43,"","","Diversion","","France","","B-24",16,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3897123,48.8733671
