"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat"
"1"," ,","4/9/1944",NA,"","","","Carpetbagger","","","B-24",23,NA,"",NA,NA,NA,23,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"2"," ,","4/9/1944",293,"","","","Escort","","","P-47",NA,387,"",NA,NA,NA,NA,"","","","",NA,"4",NA,NA,"1",2,2,NA,3,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"3"," ,","5/30/1944",381,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"4"," ,","4/11/1944",298,"","","","Escort","","","P-38",NA,124,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"5"," ,","4/17/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"6"," ,","4/16/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"7"," ,","4/15/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"8"," ,","4/11/1944",298,"","","","Escort","","","P-47",NA,454,"",NA,NA,NA,NA,"","","","",NA,"7",NA,NA,"",16,NA,NA,7,51,"5",25,NA,NA,NA,"65-0-67 gnd","","","","","","","","","","","","",-87.6788421,41.9034494
"9"," ,","8/19/1943",NA,"","26","","","","","B-26",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"10"," ,","6/10/1944",NA,"","","","Ground Attack","","9th AF","B-26",400,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"11"," ,","4/25/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"12"," ,","4/7/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"13"," ,","4/9/1944",293,"","","","Escort","","","P-51",NA,213,"",NA,NA,NA,NA,"","","","",NA,"4",NA,NA,"1",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"14"," ,","6/10/1944",NA,"","","","Ground Attack","","9th AF","A-20",100,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"15"," ,","4/11/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"16"," ,","1/2/1944",172,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"17"," ,","4/9/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"18"," ,","5/28/1944",378,"","","","","","Aborted","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"19"," ,","4/10/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"20"," ,","9/14/1943",94,"","","","","","","B-17",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"21"," ,","4/10/1944",295,"","","","Escort","","","P-51",NA,150,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",1,NA,NA,1,40,"0",16,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"22"," ,","6/2/1944",383,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"23"," ,","4/9/1944",293,"","","","Escort","","","P-38",NA,119,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"2",9,1,NA,2,20,"1",6,NA,NA,NA,"19-0-8 Gnd","","","","","","","","","","","","",-87.6788421,41.9034494
"24"," ,","4/10/1944",295,"","","","Escort","","","P-38",NA,51,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"25"," ,","6/13/1943",64,"","","","","","","B-17",NA,NA,"all",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"26"," ,","4/11/1944",NA,"","","","Carpetbagger","","","B-24",12,NA,"",NA,NA,NA,12,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"27"," ,","4/20/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"28"," ,","4/14/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"29"," ,","4/11/1944",298,"","","","Escort","","","P-51",NA,241,"",NA,NA,NA,NA,"","","","",NA,"9",NA,NA,"",13,NA,NA,9,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"30"," ,","6/10/1944",NA,"","","","Ground Attack","","9th AF","P-51",213,NA,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"1",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"31"," ,","4/8/1945",NA,"","","","","","","",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"32"," ,","4/10/1944",295,"","","","Escort","","","P-47",NA,295,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",4,NA,NA,1,12,"0",7,NA,NA,NA,"","","","","","","","","","","","","",-87.6788421,41.9034494
"33"," ,Atlantic","6/5/1944",NA,"","","","Weather","Atlantic","","B-17",3,NA,"",NA,NA,NA,3,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-95.893333,36.192442
"34"," ,Atlantic","6/2/1944",NA,"","","","Weather","Atlantic","","B-17",3,NA,"",NA,NA,NA,3,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-95.893333,36.192442
"35"," ,Atlantic","6/4/1944",NA,"","","","Weather","Atlantic","","B-17",2,NA,"",NA,NA,NA,2,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-95.893333,36.192442
"36"," ,Belgium","7/25/1944",495,"","","","Escort","Belgium","","P-51",NA,110,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"37"," ,Belgium","8/3/1944",513,"","","","","Belgium","2 AD Force 3","P-47",36,33,"",NA,3,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"38"," ,Belgium","7/27/1944",498,"","","","Escort","Belgium","","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"39"," ,Belgium","8/3/1944",513,"","","","","Belgium","2 AD Force 3","B-24",NA,NA,"",NA,NA,NA,NA,"1","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"40"," ,Belgium","7/27/1944",498,"","","","Escort","Belgium","","P-38",NA,154,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,1,0,0,"","","","","","","","","","","","","",4.469936,50.503887
"41"," ,Belgium","7/27/1944",498,"","","","","Belgium","","B-24",NA,NA,"",NA,NA,NA,NA,"1","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"42"," ,Belgium","7/27/1944",498,"","","","Escort","Belgium","","P-47",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"43"," ,Belgium","7/25/1944",495,"","","","Escort","Belgium","","P-38",NA,26,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.469936,50.503887
"44"," ,Escort","7/31/1944",507,"","","","","Escort","2 AD Force 1","P-38",NA,135,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",-94.7902942,38.9000604
"45"," ,Europe","5/31/1944",382,"","","","Escort","Europe","","P-38",NA,193,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",1,NA,NA,NA,NA,"",NA,1,0,0,"","","","","","","","","","","","","",15.2551187,54.5259614
"46"," ,Europe","5/31/1944",382,"","","","Escort","Europe","9th AF","",NA,674,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",15.2551187,54.5259614
"47"," ,Europe","5/31/1944",382,"","","","Escort","Europe","","P-51",NA,309,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",NA,NA,NA,2,NA,"",NA,3,0,1,"","","","","","","","","","","","","",15.2551187,54.5259614
"48"," ,Europe","5/31/1944",382,"","","","Escort","Europe","","P-47",NA,180,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",3,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",15.2551187,54.5259614
"49"," ,France","8/1/1944",508,"","","","","France","Force 3","B-17",NA,NA,"",NA,NA,NA,NA,"15","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"50"," ,France","6/15/1944",414,"","","","Escort","France","","P-47",NA,202,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"51"," ,France","3/27/1944",282,"","","Various","Airfields","France","","B-17",NA,NA,"",NA,NA,NA,NA,"2","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"52"," ,France","6/17/1944",418,"","","","Escort","France","","P-51",NA,90,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"53"," ,France","8/1/1944",508,"","","","Escort","France","2 AD Force 2","P-47",84,81,"",NA,3,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"54"," ,France","7/23/1944",490,"","","","Escort","France","2 AD","P-38",NA,177,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"55"," ,France","1/25/1943",NA,"","","","Escort","France","Circus 255","Spitfire V",17,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","X","","","","","","","","","","","",2.213749,46.227638
"56"," ,France","6/10/1944",403,"","","","Escort","France","","P-51",NA,364,"",NA,NA,NA,NA,"","","","",NA,"7",NA,NA,"",NA,NA,NA,7,NA,"",NA,0,0,1,"","","","","","","","","","","","","",2.213749,46.227638
"57"," ,France","8/7/1944",527,"","","","Escort","France","Force 1","P-51",139,123,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"58"," ,France","6/19/1944",423,"","","","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,NA,"3","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"59"," ,France","6/11/1944",405,"","","","Escort","France","","P-47",NA,87,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"60"," ,France","6/13/1944",410,"","","","","France","","B-24",NA,NA,"",NA,NA,NA,NA,"3","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"61"," ,France","8/13/1944",NA,"","","","Escort","France","","Mosquito",1,NA,"",NA,NA,NA,NA,"","Destroyed by the B-17","","",NA,"1",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"62"," ,France","8/3/1944",512,"","","","","France","2 AD Force 1","B-24",NA,NA,"",NA,NA,NA,NA,"3","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"63"," ,France","1/26/1943",NA,"","","","Escort","France","Circus 256 12 RAF Venturas","Spitfire V",22,NA,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","X","","","","","","","","","","","",2.213749,46.227638
"64"," ,France","8/13/1944",549,"","","","Escort","France","","P-38",1,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"65"," ,France","6/15/1944",414,"","","","Escort","France","","P-51",NA,211,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"66"," ,France","7/29/1944",503,"","","","Escort","France","2 AD Force 2","P-51",150,142,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"67"," ,France","6/17/1944",418,"","","","","France","","B-24",NA,NA,"",NA,NA,NA,NA,"1","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"68"," ,France","7/15/1944",474,"","","Road traffic","Transportation","France","SE of Paris","P-38",169,NA,"",NA,NA,NA,169,"","","","",NA,"2",NA,NA,"1",10,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"69"," ,France","8/2/1944",511,"","","","Transportation","France","Fighter Bomber","P-51",51,NA,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",2,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"70"," ,France","6/13/1944",411,"","","","Leaflet","France","","B-17",8,NA,"",NA,NA,NA,8,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"71"," ,France","2/2/1943",NA,"","","","Escort","France","Circus 257, 12 Venturas","Spitfire V",25,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","X","","","","","","","","","","","",2.213749,46.227638
"72"," ,France","6/14/1944",NA,"","x","","Fighter Sweep","France","","P-51",197,NA,"",NA,26,NA,171,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"73"," ,France","7/5/1944",NA,"","X","Various","Communications","France","Dive Bombing","P-47",NA,NA,"",NA,NA,NA,6,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"74"," ,France","6/19/1944",424,"","","","Escort","France","Two missions, morning and afternoon","P-47",NA,122,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"75"," ,France","6/14/1944",NA,"","x","","Fighter Sweep","France","","P-47",190,NA,"",NA,12,NA,178,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"76"," ,France","6/13/1944",410,"","","","Escort","France","","P-47",NA,47,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"77"," ,France","8/9/1944",NA,"","","","Escort","France","","P-51",NA,40,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"78"," ,France","6/11/1944",405,"","","","","France","","",NA,NA,"",NA,NA,NA,NA,"52","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"79"," ,France","8/4/1944",515,"","","","Escort","France","Aphrodite Missions","P-47",16,16,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"80"," ,France","7/31/1944",507,"","","","Escort","France","2 AD Force 2","P-47",NA,38,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"81"," ,France","8/7/1944",527,"","","","Escort","France","Force 2","P-47",35,34,"",NA,1,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"82"," ,France","6/4/1944",391,"","","","Escort","France","","P-47",NA,135,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"83"," ,France","8/4/1944",516,"","","","Escort","France","","P-51",18,18,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"84"," ,France","6/14/1944",412,"","","","","France","","B-24",NA,NA,"",NA,NA,NA,NA,"32","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"85"," ,France","8/8/1944",NA,"","","","Transportation","France","","B-24",NA,NA,"",NA,NA,NA,14,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"86"," ,France","6/11/1944",NA,"","","","Ground Attack","France","","P-51",268,NA,"",NA,NA,NA,NA,"","Communications","","",NA,"4",NA,NA,"",NA,NA,NA,4,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"87"," ,France","5/1/1944",333,"","","","Escort","France","","P-51",NA,161,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",1,NA,1,NA,5,"0",2,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"88"," ,France","8/4/1944",516,"","","","","France","","B-17",NA,NA,"",NA,NA,NA,NA,"13","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"89"," ,France","1/22/1943",NA,"","","","Escort","France","Various targets of RAF Bostons","Spitfire V",25,NA,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"1",1,NA,NA,1,4,"",NA,NA,NA,NA,"","X","","","","","","","","","","","",2.213749,46.227638
"90"," ,France","7/5/1944",453,"","","","Escort","France","Beziers - Shuttle Mission Returning to England","P-51",NA,53,"",NA,11,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"91"," ,France","6/15/1944",414,"","","","Escort","France","","P-38",NA,96,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",NA,NA,NA,2,5,"0",5,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"92"," ,France","5/2/1944",335,"","","","Escort","France","","P-51",NA,52,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"93"," ,France","7/8/1944",460,"","","","Escort","France","","P-38",NA,266,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,20,"0",19,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"94"," ,France","8/2/1944",511,"","","","Escort","France","","P-51",249,236,"",NA,13,NA,NA,"8","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"95"," ,France","6/19/1944",423,"","","","Escort","France","","P-38",NA,88,"",NA,NA,NA,NA,"","","","",NA,"4",NA,NA,"",NA,NA,NA,4,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"96"," ,France","6/14/1944",NA,"","x","","Fighter Sweep","France","","P-38",242,NA,"",NA,8,NA,234,"","","","",NA,"3",NA,NA,"1",NA,NA,NA,3,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"97"," ,France","9/2/1943",NA,"","41","","Airfield","France","","B-26",NA,NA,"",NA,NA,NA,NA,"69","fuel dump at Hesden","","",NA,"1",NA,NA,"",13,NA,5,6,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"98"," ,France","8/8/1944",531,"","","","Ground Support","France","","B-17",NA,NA,"",NA,NA,NA,NA,"67","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"99"," ,France","5/31/1944",382,"","","Various","Railroad","France","Clouds over France","B-24",491,NA,"491",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"1",7,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"100"," ,France","6/19/1944",424,"","","","Escort","France","Two missions, morning and afternoon","P-38",NA,196,"",NA,NA,NA,NA,"","","","1 Group destroyed locomotive and 3 barges on way home",NA,"",NA,NA,"1",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"101"," ,France","8/8/1944",531,"","","","Escort","France","","P-51",100,91,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"102"," ,France","6/19/1944",424,"","","","Escort","France","Two missions, morning and afternoon","P-51",NA,48,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"103"," ,France","8/4/1944",516,"","","","","France","","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"104"," ,France","6/13/1944",410,"","","","Escort","France","","P-51",NA,174,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"105"," ,France","6/28/1944",445,"","","","Escort","France","","P-47",NA,169,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"106"," ,France","6/28/1944",445,"","","","Escort","France","","P-51",NA,231,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"2",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"107"," ,France","7/23/1944",490,"","","","Escort","France","2 AD","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
"108"," ,France","8/1/1944",508,"","","","Escort","France","2 AD Force 1","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"1",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.213749,46.227638
