"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"1511","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"1","Grafenhausen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1512","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"49","Ludwigshafen am Rhein","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1513","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","Weather and navigation problems","B-17",589,0,0,0,0,0,346,"","","","",0,18,0,0,2,359,7,20,203,4,"0",1,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0305602716468591,1,0,"Transportation",638.34527354885,1
"1514","Frankfurt am Main ,Germany","3/2/1944",244,"","","Frankfurt am Main","Railroad","Germany","","B-17",327,0,0,0,0,0,101,"","PPF failures","","",0,8,0,0,0,0,1,5,80,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0244648318042813,0,0,"Transportation",638.34527354885,1
"1515","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Escort","Germany","9th AF P-47s too","P-47",537,537,0,0,0,0,0,"","","","",0,0,0,0,1,4,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Escort",638.34527354885,1
"1516","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",159,0,0,0,0,0,27,"","","","",0,2,0,0,1,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0125786163522013,0,0,"Transportation",638.34527354885,1
"1517","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"17","Trier area","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1518","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"51","Weisbaden","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1519","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Escort","Germany","","P-38",56,56,0,0,0,0,0,"","","","",0,1,0,0,0,5,0,0,1,8,"0",4,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Escort",638.34527354885,1
"1520","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"26","Unknown","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1521","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"1","Koblenz","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1522","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"122","Giessen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1523","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"15","Arloff area","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1524","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"23","Unknown","","",0,1,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,Inf,0,0,"Transportation",638.34527354885,1
"1525","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-24",0,0,0,0,0,0,0,"1","Darmstadt","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1526","Frankfurt am Main ,Germany","2/4/1944",208,"","","Frankfurt am Main","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"1","Koblenz","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,NA,0,0,"Transportation",638.34527354885,1
"1527","Frankfurt, Germany","3/20/1944",269,"","","Bretuit","Airfield","Germany","","B-24",92,0,0,92,0,0,0,"1","Unknown","","",0,2,0,0,0,15,0,3,21,0,"",0,0,0,0,"","","","","","","","","","","","","",8.6821267,50.1109221,0.0217391304347826,0,0,"Airfield",638.34527354885,1
"1533","Freiham ,Germany","3/28/1945",0,"","","Freiham","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Freiham","","","","","",11.4091083,48.1407715,NA,0,0,"",907.779440069407,1
"1534","Fresnes ,France","7/4/1944",0,"","X","Fresnes","Transportation","France","Dive Bombing","P-47",0,0,0,0,0,0,0,"14","Bridge","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.326243,48.757205,NA,0,0,"Transportation",351.945652015273,0
"1535","Fressin ,France","7/2/1944",450,"","","Fressin","V-Weapons","France","","B-17",0,0,0,0,0,0,24,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.0550419,50.445456,NA,0,0,"V-Weapons",192.851862037446,0
"1536","Frevent ,France","8/7/1944",527,"","","Frevent","Transportation","France","Force 3","B-24",0,0,0,0,0,0,15,"","Bridge","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.292931,50.278457,NA,0,0,"Transportation",217.678555329264,0
"1537","Frevent ,France","7/17/1944",478,"","","Frevent","Tactical","France","","B-17",0,0,0,0,0,0,25,"","Frevent","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.292931,50.278457,NA,0,0,"Tactical",217.678555329264,0
"1538","Frevent railroad and road junction ,France","7/17/1944",478,"","","Frevent railroad and road junction","Tactical","France","","B-17",0,0,0,0,0,0,12,"","Frevent railroad and road junction","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.292931,50.278457,NA,0,0,"Tactical",217.678555329264,0
"1539","Frieburg ,Germany","7/20/1944",484,"","","Frieburg","Factory","Germany","2 AD","B-24",0,0,0,0,0,0,24,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",7.8421043,47.9990077,NA,0,0,"Industry",692.591884734547,1
"1540","Friedrichoda ,Germany","1/13/1945",0,"","","Friedrichoda","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Friedrichoda","","","","","",10.5700538,50.8586237,NA,0,0,"",749.288111644795,1
"1541","Friedrichshafen ,Germany","2/6/1945",0,"","","Friedrichshafen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Friedrichshafen","","","","","",9.4800113,47.6617648,NA,0,0,"",813.566790304588,1
"1542","Friedrichshafen ,Germany","4/24/1944",315,"","","Friedrichshafen","Aircraft","Germany","","B-17",243,0,0,0,0,0,98,"","Friedrichshafen/Lowenthal","","",0,9,0,0,0,119,7,4,71,0,"",0,0,0,0,"","","","","","","","","","","","","",9.4800113,47.6617648,0.037037037037037,0,0,"Aircraft",813.566790304588,1
"1543","Friedrichshafen ,Germany","4/24/1944",315,"","","Friedrichshafen","Aircraft","Germany","","B-17",0,0,0,0,0,0,58,"","Friedrichshafen/Manzell","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",9.4800113,47.6617648,NA,0,0,"Aircraft",813.566790304588,1
"1544","Friedrichshafen ,Germany","4/24/1944",315,"","","Friedrichshafen","Aircraft","Germany","","B-17",0,0,0,0,0,0,58,"","Friedrichshafen/Manzell Industry","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",9.4800113,47.6617648,NA,0,0,"Aircraft",813.566790304588,1
"1545","Friedrichshafen / Lowenthal ,Germany","3/18/1944",264,"","","Friedrichshafen / Lowenthal","Aircraft","Germany","","B-24",227,0,0,0,0,0,77,"","","","",0,28,0,0,3,60,6,9,286,0,"",0,0,0,0,"","","","","","","","","","","","","",9.4800113,47.6617648,0.123348017621145,0,0,"Aircraft",813.566790304588,1
"1546","Fulda ,Germany","7/20/1944",484,"","","Fulda","Factory","Germany","2 AD","B-24",0,0,0,0,0,0,18,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",9.6808449,50.5558095,NA,0,0,"Industry",694.204540102208,1
"1547","Furnes ,France","6/22/1944",432,"","","Furnes","Airfield","France","","B-17",0,0,0,0,0,0,13,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.6680341,51.073159,NA,0,0,"Airfield",200.367085356491,0
"1548","Furstenau ,Germany","3/11/1945",0,"","","Furstenau","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Furstenau","","","","","",7.666667,52.516667,NA,0,0,"",545.677637534449,1
"1549","Furth ,Germany","2/25/1944",235,"","","Furth","Aircraft","Germany","","B-24",196,0,0,0,0,0,172,"","","","",0,6,0,0,2,44,0,2,61,2,"2",2,0,0,0,"","","","","","","","","","","","","",10.988667,49.4771169,0.0306122448979592,0,0,"Aircraft",817.988980091099,1
"1550","Gablingen ,Germany","4/24/1944",315,"","","Gablingen","Airfields","Germany","","B-24",230,0,0,0,0,0,120,"","Gablingen","","",0,4,0,0,0,26,0,1,40,0,"",0,0,0,0,"","","","","","","","","","","","","",10.8207465,48.4561872,0.0173913043478261,0,0,"Airfield",852.810466685719,1
"1551","Gael ,France","6/10/1944",403,"","","Gael","Airfield","France","","B-17",0,0,0,0,0,0,36,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-2.221132,48.131845,NA,0,0,"Airfield",403.918354733116,0
"1552","Gael ,France","6/15/1944",414,"","","Gael","Airfield","France","","B-17",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-2.221132,48.131845,NA,0,0,"Airfield",403.918354733116,0
"1553","Gardelegen ,Germany","6/29/1944",447,"","","Gardelegen","Airfield","Germany","","B-24",0,0,0,0,0,0,9,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.401844,52.5268133,NA,0,0,"Airfield",797.308053263388,1
"1554","Gelsenkirchen ,Germany","10/22/1944",0,"","","Gelsenkirchen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Gelsenkirchen","","","","","",7.0857172,51.517744,NA,0,0,"",499.601131048237,1
"1555","Gelsenkirchen ,Germany","10/26/1944",0,"","","Gelsenkirchen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Gelsenkirchen","","","","","",7.0857172,51.517744,NA,0,0,"",499.601131048237,1
"1556","Gelsenkirchen ,Germany","1/22/1945",0,"","","Gelsenkirchen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Gelsenkirchen","","","","","",7.0857172,51.517744,NA,0,0,"",499.601131048237,1
"1557","Gelsenkirchen ,Germany","11/19/1943",134,"","","Gelsenkirchen","Railroad","Germany","","B-17",161,0,0,0,0,0,0,"127","Targets along German / Dutch border hit instead","","",0,0,0,1,0,0,10,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",7.0857172,51.517744,0,0,0,"Transportation",499.601131048237,1
"1558","Gelsenkirchen ,Germany","11/1/1944",0,"","","Gelsenkirchen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Gelsenkirchen","","","","","",7.0857172,51.517744,NA,0,0,"",499.601131048237,1
"1559","Gelsenkirchen ,Germany","11/5/1943",121,"","","Gelsenkirchen","Railroad","Germany","","B-17",374,0,0,0,0,0,323,"","","","1313-1350",0,8,0,0,3,223,4,35,84,6,"1",4,0,0,0,"","","","","","","","","","","","","",7.0857172,51.517744,0.0213903743315508,0,0,"Transportation",499.601131048237,1
"1560","Gelsenkirchen ,Germany","10/9/1944",0,"","","Gelsenkirchen","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Gelsenkirchen","","","","","",7.0857172,51.517744,NA,0,0,"",499.601131048237,1
"1561","Genshagon ,Germany","8/6/1944",524,"","","Genshagon","Factory","Germany","Force 1","B-17",0,0,0,0,0,0,74,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.3157778,52.3200695,NA,0,0,"Industry",926.371356507478,1
"1562","Germany","2/21/1944",228,"","","Germany","Escort","Germany","9th AF","P-51",68,68,0,0,0,0,0,"","","","",0,3,0,0,0,0,0,0,3,14,"1",4,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1563","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"58","Helmstedt","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1564","Germany","2/24/1944",233,"","","Germany","Escort","Germany","","P-47",0,0,609,0,0,0,0,"","","","",0,0,0,0,0,11,0,1,0,30,"0",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1565","Germany","2/24/1944",233,"","","Germany","Escort","Germany","","P-51",0,0,88,0,0,0,0,"","","","",0,0,0,0,0,2,0,0,2,6,"0",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1566","Germany","5/19/1944",358,"","","Germany","Escort","Germany","","P-47",182,182,0,0,0,0,0,"","","","",0,4,0,0,0,4,0,0,4,29,"0",16,2,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1567","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"13","Oschersleben","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1568","Germany","2/21/1944",228,"","","Germany","Escort","Germany","","P-38",69,69,0,0,0,0,0,"","","","",0,0,0,0,1,0,0,0,0,0,"1",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1569","Germany","2/21/1944",228,"","","Germany","Escort","Germany","9th AF P-47s too","P-47",542,542,0,0,0,0,0,"","","","",0,0,0,0,2,3,0,0,2,19,"3",14,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1570","Germany","2/25/1944",235,"","","Germany","Escort","Germany","","P-47",687,687,0,0,0,0,0,"","","","",0,1,0,0,0,6,0,0,0,13,"2",10,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1571","Germany","5/19/1944",358,"","","Germany","Escort","Germany","","P-38",155,155,0,0,0,0,0,"","","","",0,4,0,0,2,5,0,0,4,0,"2",1,1,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1572","Germany","9/27/1943",104,"","","Diversion","","Germany","","B-24",24,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"",736.124276511355,1
"1573","Germany","1/3/1944",173,"","","Germany","OBOE","Germany","OBOE Mk II Test - Tail Turret O2 failure","B-17",1,0,0,0,1,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"OBOE",736.124276511355,1
"1574","Germany","2/25/1944",235,"","","Germany","Escort","Germany","","P-51",139,139,0,0,0,0,0,"","","","",0,2,0,0,1,0,0,0,0,12,"0",3,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1575","Germany","2/24/1944",233,"","","Germany","Escort","Germany","","P-38",0,0,70,0,0,0,0,"","","","",0,4,0,0,0,0,0,0,4,2,"0",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1576","Germany","2/23/1944",231,"","","Germany","Aircraft","Germany","Never crossed coast","",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1577","Germany","2/20/1944",226,"","","Germany","Escort","Germany","9th AF","P-51",73,73,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1578","Germany","3/23/1944",275,"","","Germany","Escort","Germany","9th AF P-51s also","P-51",183,183,0,0,0,0,0,"","","","",0,4,0,0,0,1,0,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1579","Germany","7/19/1944",0,"","","Germany","Factory","Germany","15th AF mission bombs 90 minutes after 8th AF bombs","B-17",0,0,0,0,0,0,0,"","Munich Area","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Industry",736.124276511355,1
"1580","Germany","7/21/1944",488,"","","Germany","Escort","Germany","","P-51",34,27,0,0,0,0,0,"","","","",0,0,0,0,2,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"Escort",736.124276511355,1
"1581","Germany","2/20/1944",226,"","","Germany","Escort","Germany","","P-38",94,94,0,0,0,0,0,"","","","",0,2,0,0,2,4,0,0,2,61,"7",37,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1582","Germany","2/22/1944",230,"","","Germany","Escort","Germany","9th AF","P-51",57,57,0,0,0,0,0,"","","","",0,3,0,0,0,12,0,0,8,39,"6",15,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1583","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"20","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1584","Germany","2/22/1944",230,"","","Germany","Escort","Germany","9th AF P-47s too","P-47",535,535,0,0,0,0,0,"","","","",0,8,0,0,1,6,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1585","Germany","2/25/1944",235,"","","Germany","Escort","Germany","","P-38",73,73,0,0,0,0,0,"","","","",0,0,0,0,1,0,0,0,0,1,"2",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1586","Germany","10/20/1943",116,"","","Diversion","","Germany","","B-24",70,0,0,0,0,0,70,"","","","1413-1416",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"",736.124276511355,1
"1587","Germany","4/26/1944",319,"","","Germany","Escort","Germany","","P-38",90,90,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1588","Germany","5/19/1944",358,"","","Germany","Escort","Germany","","P-51",363,363,0,0,0,0,0,"","","","",0,11,0,0,0,7,0,0,9,41,"0",5,4,0,10,"","","","","","","","","","","","","",10.451526,51.165691,Inf,0,0,"Escort",736.124276511355,1
"1589","Germany","7/21/1944",488,"","","Germany","Leaflet","Germany","Daylight mission","B-17",7,0,0,0,0,0,7,"","Bremen, Hamburg and Kiel","","",0,0,0,0,0,1,1,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"Leaflet",736.124276511355,1
"1590","Germany","10/10/1943",114,"","","Diversion","","Germany","","B-24",39,0,0,0,0,0,39,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0,0,0,"",736.124276511355,1
"1591","Germany","5/10/1944",349,"","","Germany","Industry","Germany","All recalled due to weather","",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,1,0,"Industry",736.124276511355,1
"1592","Germany","2/22/1944",230,"","","Germany","Escort","Germany","","P-38",67,67,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Escort",736.124276511355,1
"1593","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"44","Oschersleben","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1594","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"10","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1595","Germany","2/20/1944",226,"","","Germany","Aircraft","Germany","","B-17",0,0,0,0,0,0,0,"37","Bernberg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,NA,0,0,"Aircraft",736.124276511355,1
"1596","Germany","5/21/1944",360,"","","Germany","Rail Bridges","Germany","","P-51",331,0,0,0,0,0,0,"","","","",0,15,0,0,1,20,0,0,15,17,"0",2,77,0,64,"","","","","","","","","","","","","",10.451526,51.165691,0.0453172205438066,0,0,"Transportation",736.124276511355,1
